label,tweet
love,haechan aku sayang kamu  sayangku ke kamu tidak kebagi  ini masalah pribadi tenang saja sayangku ke kamu lebih besar daripada sukaku ke dia yang udah kompre hari ini   
sadness,   masalahnya banyak banget sih yang tidak mau belajar dari sejarah  padahal sejarah dunia ya gitu saja  muter disitu  tapi aku lebih miris sama orang yang masih menganggap saudi dan us adalah dua kubu yang bersebrangan
sadness,ehhh lagi dengerin lagu playlistnua di shuffle pertama kangen dewa terus kamu coboyjr  kahitna mantan terindah jadinya  kangen kamu mantan terindah hiyak 
anger,   guru aku dulu juga ada yang mirip gini nih  malah sampai nyumpahin aku tidak dapet kerja  ya udah lah  mau bales nanti malah dosa dia berkurang kan sayang  eh
fear,      bukannya kalau puasa harus suci dan bersih  kalau misal dalam keadaan junub kita puasa berarti sama saja diperbolehkan keluar sperma saat puasa donk  bener tidak 
anger,      tolong cek resi tidak  no pesanan  qrm barang belum dipickup tapi status sudah sampai dikirim  driver  wari hp     tolong pickup ulang dan tindak driver yang nakal  terimakasih
sadness,souma udah abis  yowamushi udah abis  sekarang nontonin anime yang udah lama didonlot tapi belom ditonton sama sekali  dek mega bosen sama drama korea
fear,kamu tidak tau kan  ada ketakuan tersendiri ketika aku lihat recent update line  takut tiba tiba ada oramg baru yang gantiin posisi aku  di ava atau status kamu
sadness,kamu apa kabar sayang
happy,pembayaran upah pkt ds madurejo pasirian lumajang  masy tersenyum bahagia    tppijatim          
anger,saran saya kepada dprri  terbitkan kembali uu yang mengatur tentang hukuman mati atau seumur hidup bagi yang melakukan koruptor baik yang nilai rupiahnya besar atau kecil disamakan  supaya ada efek jera bagi koruptor dan tidak ada toleransinya
sadness,sebagai manusia yang punya phobia tempat sempit dan sesak  lihat penyelamatan anak anak yang terjebak di dalam aku di thailand  cm bisa berdoa  merinding  ingin nangis     bergidik lihat medannya  
fear,      hahahahah anjir sama  aku waktu itu sempet takut muka aku penuh dengan rambut rambut halus yang numbuh gara gara aloevera  
love,ada yang begitu gencarnya memotivasi  karena bukti cintanya  seperti orangtua kepada anak  guru kepada muridnya  seorang kawan kepada sahabatnya  mereka mensupport karena cinta  tidak ingin melihat kita menyerah  tapi  motivasi intrinsik adalah yang paling utama  bentuk niat yang menjadi penggerak 
happy,namanya juga perasaan  tidak bisa dibohongin  karena biasanya yang bikin jatuh cinta dan yang bikin nyaman itu orangnya beda  cewek sama cowo misalnya    selamat sore  jangan lupa minum    minum yakult tiap hari   
love,tadi siang aku mimpi bang tomi di mimpi itu aku dan bang tomi kelihatan akrab   banget sampai bang tomi ngerangkul pundak aku erat   banget apa ya   arti mimpi itu      
anger,efek pemilu itu toksik  sekalipun yang toksik itu berhasil merubah diri jadi lebih religius  tobat  tapi ya tidak terus seenaknya paranoid  penuh kebencian juga si 
fear,kemudian mulai nyalahin diri sendiri  mulai overthinking  mulai ketakutan sendiri  mulai cemas  stress  deg degan parno kena penyakit     gitu gitu saja siklus gue
love,my boy is too handsome   really cintaee him si gemeshhh tapi sekarang bawel banget sih mana banyak maunya tapi tetep sayang sekaliii udah sekoyaaah udah pinter udah ngerti diajak ngobrol hihi   
happy,inget tebak tebakan dulu  budi  ikan  ikan apa yang bentuknya segitiga  aisyah  ikan sepat budi  kurang tepat ayy aisyah  terus apa dong   mendesak penasaran budi  iiikancut luuu   nb  seketika hening   detik kemudian tertawa malu  wkwkwkwk 
fear,   hai ada yang keterima um undip terus pas regist online gbs login gini tidak  teman ku sudah pada bisa login semua     jadi takut
happy,muhammad ali lebih dari sekedar petinju  ia muslim terbaik  manusia terbaik di era modern  teguh berprinsip namun lembut pada penggemar  amp
fear,  oleh paman nya kemarin  namun tiba tiba ada seorang pria paruh baya datang menghampiri nya sambil membawa sebuah papan nama bertuliskan namanya   ini mas jefry   tanya nya dengan agak sedikit ragu karena sepertinya dia takut salah mengira orang  
anger,   yang dipermasalahakan itu ttg pengelolaan dana zakatnya  dan itu juga sudah diingatkan gub seblm ttg pengelolaan yang mungkin saja ada yang tidak tepat    
love,oh tuhan  ku cinta dia  ku sayang dia  rindu dia  inginkan dia  utuhkan lah  rasa cinta dihatiku  hanya padanya untuk dia  hanya padanya  untuk dia 
fear, idm  my  masa aku tadi ketemu teman sd yang pas sd ngejar aku dan ngasih surat tiap minggunya  asdfghjkl banget  tidak tau kenapa ngerasa takut aku  v hadeuh jaman sd ngerti apa coba  v
sadness,   dari tadi pagi saya tidak bisa masuk web nya  jadwalnya saya dari jam    tapi masuk web nya saja engga bisa  connection internet saya lancar padahal  solusinya    
love,untukku  saat pasangan bisa diajak bicara tentang banyak hal dan mengerti serta memaklumi satu sama lain tanpa adanya hal hal  tersembunyi  adalah definisi romantis versiku
love,sama seperti seorang putri mencium katak untuk merubahnya menjadi pmarahan tampan  aku mencium bantal seriap malam sebelum tidur  dan berharap itu akan benar benar berubah jadi kamu  aku cinta kamu nda   di 
anger,hampir tiap hari mbak kos suka ributin   itu kamu dua bodigardnya vela yang sukanya muterin halaman kosan       mon maap ni ya mbak  temen aku emang tidak ada tau dirinya muterin halaman kos dengan suara motor gede hampir tiap hari
fear,gilasih  bbrp hari yang lalu aku lihat truk gede yang diisi sama  orang  teman aku bilang kalau truk yang diisi sama  orang itu tengahnya mayat  asli merinding banget mana itu pas maghrib dan aku sendirian coy  serem abis 
sadness,                     butuh tempat yang nyaman agar supaya betah dan tida berpaling
love,sungguh memang indahnya ciptaan sang tuhan   sampai aku begitu sangat terpesona melihat garis senyum manismu sayang
happy,bersiap  bersama bos andalan aku dulu di gm bu amel santosodebora    
anger,   maaf ni min  paket saya kenapa lama bnget ya  padahal saya butuh banget ini  karena saya ngejar keberangkatan  dari kemarin sudah sampai gempol kenapa ko lama  padahal saya di pasuruan kota
love,   yuta  aku sayang yuta aku ingin ketemu yuta lagi aku kangen pokoknya  yuta yang bisa bikin aku beli stuff stuff ttg dia sama nonton konser soalnya wkwkwkwkwkw
love,bukannya kalau cowo suka atau serius sama cewek itu dia bakal nunjukin usahanya demi apa yang disukai cewenya ya  apalagi berusaha jadi apa yang disukai orangtua cewenya hehe
happy,dengan melihat langsung blusukan presiden jokowi saya bisa simpulkan bahwa ini bukan pencitraan tetapi merupakan kerja seorang pemimpin dalam mengayomi rakyatnya 
love,cantik    langsung tidur ya kamu  balesin mentabnya besok lagi  yang minta peje kasih saja coki coki   aku sayang kamu baby
sadness,   anak tetangga main mercon dari sore sampai malem  jedar jedor suaranya mau dimarahin tapi masih anak  yaudah istighfar saja  mercon yang mendekatkanku pada nya 
love,   huhu gemesssss bangeeeettt  sesayang ini aku sama mereka astagaaaaaahhh  tidak ngerti ini gueeeee  belom ada pengumuman pasti kapan liburnya huhuhu
sadness,yang repot tu kalau sekedar baca tanpa dimengerti nahh disitu timbul kesalahan bukan pemahaman   selektif terhadap argument ndakk papa  selagi nalar tetep pada jalur  bukan keluar jalur kalau dah keluar jalur ituu pelanggaran   
love,selamat subuh untuk jiwa yang sedang merasakan teduh  keluarlah ke suatu titik yang jika ketik kau berada pada titik itu kau merasa aku ada pada hatimu
sadness,   oh iya  bay de wey  jadi sekalian nih    kalau belum mapan jangan kawin   kalau mau idup enak  belajar manage duit yang bener pesan ini disampaikan oleh pria th beranak   brb  kill myself
love,   meskipun syarat ke dua adalah bucin baejin tapi ku sayang wanna one siapapun membernya dan berjanji tidak pernah akan membuang barang barang apapun tentang wanna one   
anger,ada seseorang merasa pancasila  tapi anti politik  wong kita ini hidup di negara demokrasi yang menggunakan sistem politik  makanya para politikus  cepat mengertilah  bahwa tingkat apatisme masyarakat kita terhadap politik itu kian meninggi  jangan terus berkorupsi dan ingkar janji 
fear,dan yang ditakutkan para mahasiswi ini adalah rasa aman  pada bilang agak was was kalau ada suami nya   anak laki laki tuan rumah  takut di apa in wkwkwk
happy, happy birthday yang katanya mirip aku semoga makin cantik dan sayang eonnie yhaa  i laff yu
happy,gua gatau kalau tweet ini akan banyak yang support tapi mau bilang makasih dan semua member bangtan pantes buat di sayaang  army sayang bangtan kan  jangan terpecah belah ya  harus kuat dan sayang semuanya  saling memaafkan sesama army  jangan sampai sesama army malah saling benci
love,awal kami tidak saling kenal  tidak ada hubungan saudara  namun di sini kami dari tidak kenal dan bertemu menjadi saudara dalam satu keluarga baru  inilah kenapa saya makin cinta nasa 
love,sayang akuuuu  udah gede banget sih kamuuuu tidak berasa ya perasaan baru kemarin lahir sekarang udah gede saja  bawel banget lagi
sadness,namun kuakui jika tebakan pak seno dan ibu tuti pagi itu betul terkait keikhlasan kami  kami belum ikhlas   coba kalian pikirkan  apa yang kalian abaikan dari sikap kalian yang belum juga ikhlas ini   kami diam 
anger,temen pernah beli hp online dari batam  stlh di trf terus dihubungi pihak bea cukai bhw hpnya tidak bisa keluar karena dibilang bm  katanya  kalau tidak bayar sampai jam  sore bakal dipolisikan  eh beneran di trf sama temen  ternyata sama  modus penipuan  karena barangnya tidak sampai    
sadness,mencoba romantis biar dikata lagi ldr tapi      anjir naik motor  jam tidak henti dengan kecepatan brpa dahh wkwkwk  jam itu sama saja seperti bolakbalik rumah unj sebanyak kali tanpa istirahat   
anger,        harga sepatu saja   jt     gimana mau bicara rakyat miskin        harga sepatu    jt  itu    x rata umr  bln rakyat       masih mau ngomong kemiskinan rakyat      
sadness,daun yang jatuh tidak pernah membenci angin  dia membiarkan dirinya jatuh begitu saja  tidak melawan  mengikhlaskan semuanya  bahwa hidup harus menerima  penerimaan yang indah 
fear,gimana caranya ngehadepin dosen yang dichat terus ngeread doang  padahal responnya penting banget buat aku  aku bingung mau ngapain  takut salah langkah 
happy,selalu ku syukuri sampai detik ini  dengan segala apa yang telah kita lewati bersama  ada pait  manis  asamnya cerita  memang awal   adalah step terbaik di hidupku  semoga  selalu dan selamanya  amin
fear, mu  kalian mandang orang yang jerawatan gimana sih  aku abis bbrp kali tes univ selalu berakhir tidak ngobrol sama siapa siapa  soalnya aku takut mereka tidak nyaman sama jerawatku  aku mau punya teman tapi pikiranku selalu begini  tlg sarannya ya
sadness,   mungkin sampaikan kepada gubernur jakarta dulu supaya trotoar untuk pejalan kaki dirapikan dulu bukan dijadikan tempat untuk berdagang  saya sering jalan kaki di sepanjang satrio tapi pedestrian sungguh kurang nyaman 
sadness,   aku iri sama elu  yang bisa menunjukkan rasa sayang dengan tindakan  apalah aku yang cuma bisa diam tapi tidak tahu mau ngapain untuk nunjukin rasa sayang aku ke mereke hehe   
anger, ini serius buat elu semua para player troll player toxic player noob terutama di game vainglory elu tidak aku maafin  jancok neraka bangsaaaaat
love,cinta itu hebat  bahkan lebih hebat dari dunia perkawinan itu  doa adalah bagian penuturan cinta pada sebuah cita cita yang belum kita capai 
sadness,main saja dari maghrib sampai subuh juga bodo amat  tapi jangan lupa  setelah kosongin jadwal harus konsisten lagi ngomong doang gampang ya laks  ngelakuinnya susah emang  makanya coba saja  awalnya susah  ntar juga kalau udah kebiasaan ketagihan
love,love of my life  my first son  my spirit  my reason to face the world   besok anak mama mulei sekolah lagi di tempat yang baru  pengalamam baru  petualangan baru  teman baru  miss yang baru
fear,serius aku takut jadi botak gara rontok parah  pas aku potong rambut di salon saja  mba mbanya nyuruh aku periksa ke dokter takutnya ada apa  soalnya ini rontok sudah parah banget  akarnya udah tidak kuat
happy,dan pada akhrnya suaminya mmng bertobat kembali sama dia dan berani bersaksi tntng masa kelamnya  luar biasa mmng kesabaran istrnya bisa saja dia lngsng main cerai atw mmbalas prbuatan suaminya  
fear,liat abang aku digituin jadi tidak mau punya temen nanti pas kuliah    pdahal niatnya mau banyakin temen tapi sekarang jadi takut banget bener takut   
happy,aya udah rapi belom rambutnya    abis bangun tidur nih cantik ya mantul dah febby nathania elvarette  teman terkebo   
happy,sunda kelapa alhamdulillah abis tarawih di masjid agung sunda kelapa  nikmat sekali   rekaat tapi nikmat karena bacaan imamnya mantap  ini masjid persembahan gubernur ali sadinin untuk masyarakat jakarta  yuk coba tarawih di sini pak gub    dan pak wagub      
sadness,ini yang kakek nenek aku pengin stop dari keluarga aku  bukan pelit  menurut mereka tradisi macem nyebar uang  nyawer thr  dan sejenisnya ini merendahkan martabat manusia  si penerimanya
sadness,jenuh tidak bisa konsen  perlu sesuatu yang bisa bikin jadi terarah lagi    apa ya
fear,lebih menyeramkan kalau punya grup wa keluarga yang isinya sharing hadist   ayat al qur an dan grup wa lingkungan paroki gereja     serem kalau salah reply
love,lalu bagaimana dengan papa  mungkin karena mama lebih sering menelpon untuk menanyakan keadaanmu setiap hari  tapi tahukah kamu  ternyata papa lah yang mengingatkan mama untuk menelpon 
love,hijab adalah tanda bukti kasih sayang allah swt kepada wanita  allah swt menciptakan wanita dengan keindahan yang sangat sempurna  semua tergantung kepada kita sebagai wanita  mahu menjaga keindahan yang allah beri atau menghancurkan keindahannya    
love,cinta yang sebenarnya cinta adalah   ketika sayyidina ali karromallahu wajhah tidur menggantikan rasulullah
anger,niat hati mau regis sim card  udah selesai masukin nomor nik  eh malah ada nomor kk  mana aku tau lah gblk    emang kk aku yang megang  emang aku yang nyimpen  kenapa juga harus kk 
happy,next ke kehidupan keluarga ario bayu aka komandan tim alpha yang ganteng berkacamata hitam dan viral di medsos itu  ya keluarga yang cukup bahagia with a little daddy girl 
love,bahagiaku bersamamu  ditiap detik ku ku selalu mengingatmu  entah kenapa dibayanganku selalu ada muncul wajah indahmu sayang  ku merindukanmu sayang  love you hadad sayang malam hadad sayang
happy,banyak tl yang membahas kuota away kemarin dan tiba  aku ke ingget waktu away ini sebenarnya nga ada kuota buat solo tapi nekat saja berangkat dan sesampai disini banyak juga yang berangkat   mungkin lebih asik tanpa kuota dari pada di kasih kuota cuma sedikit muga cepat ricuh     
